character_id,character_name,phase,timeline,event,platform,platform_label,post_id,content,image_file,visibility,unlock_condition,timestamp_mode,notes
shatang,砂糖,游戏开始后,D13,大号更新：“这套本来想等周末再发，结果忍不住。先发一张！剩下的我再慢慢挑。”,public_feed,推搭大号（公开）,st_tw_live_013,这套本来想等周末再发，结果忍不住。先发一张！剩下的我再慢慢挑。,images/st_tw_live_013.png,public,always,auto_on_game_day,cos；若timestamp_mode为auto，则发布时间由游戏内当前日期/事件计算
shatang,砂糖,游戏开始后,D14,大号更新：“被认真夸了之后，修图速度会提升30%。没有科学依据，但砂糖亲测有效。”,public_feed,推搭大号（公开）,st_tw_live_014,被认真夸了之后，修图速度会提升30%。没有科学依据，但砂糖亲测有效。,images/st_tw_live_014.png,public,chat_completed:chat_shatang_photo_praise,auto_next_day_after_chat,主角夸她后次日动态；若timestamp_mode为auto，则发布时间由游戏内当前日期/事件计算
shatang,砂糖,游戏开始后,D14,朋友圈更新：“今天这张有点近……只放朋友圈。看完请自动夸可爱，谢谢配合。”,private_moments,微信朋友圈（老板可见）,st_wx_live_009,今天这张有点近……只放朋友圈。看完请自动夸可爱，谢谢配合。,,paid_private,paid_wechat_unlocked,auto_on_game_day_if_paywall,微信游戏后动态：约70%主题呼应推特大号，但正文不直接复制，强化门槛价值
shatang,砂糖,游戏开始后,D15,大号更新：“今天有个奇怪小号在评论区说话怪怪的……算啦，可能是我想多了，先吃布丁！”,public_feed,推搭大号（公开）,st_tw_live_015,今天有个奇怪小号在评论区说话怪怪的……算啦，可能是我想多了，先吃布丁！,images/st_tw_live_015.png,public,view_stalk_count>=1,auto_on_game_day,轻微小号线索，不破坏大号阳光；若timestamp_mode为auto，则发布时间由游戏内当前日期/事件计算
shatang,砂糖,游戏开始后,D16,大号更新：“给包上的小兔子挂件拍了证件照。它现在看起来比我还正式。”,public_feed,推搭大号（公开）,st_tw_live_016,给包上的小兔子挂件拍了证件照。它现在看起来比我还正式。,images/st_tw_live_016.png,public,always,auto_on_game_day,视觉锚点；若timestamp_mode为auto，则发布时间由游戏内当前日期/事件计算
shatang,砂糖,游戏开始后,D16,朋友圈更新：“老板们有没有那种，明明很困但突然想整理相册的时刻？我刚刚删了三百张糊图。”,private_moments,微信朋友圈（老板可见）,st_wx_live_016,老板们有没有那种，明明很困但突然想整理相册的时刻？我刚刚删了三百张糊图。,,paid_private,paid_wechat_unlocked,auto_on_game_day_if_paywall,微信游戏后动态：约70%主题呼应推特大号，但正文不直接复制，强化门槛价值
shatang,砂糖,游戏开始后,D17,大号更新：“今天上课走神画了好多小糖块，被同学看见了。她问我是不是饿了。”,public_feed,推搭大号（公开）,st_tw_live_017,今天上课走神画了好多小糖块，被同学看见了。她问我是不是饿了。,images/st_tw_live_017.png,public,always,auto_on_game_day,开心吐槽；若timestamp_mode为auto，则发布时间由游戏内当前日期/事件计算
shatang,砂糖,游戏开始后,D18,大号更新：“有时候会觉得，能被人认真看见是一件很奢侈的事。不是滑过去、不是随便夸一句，而是真的记得你说过什么。谢谢今天认真听我碎碎念的人。”,public_feed,推搭大号（公开）,st_tw_live_018,有时候会觉得，能被人认真看见是一件很奢侈的事。不是滑过去、不是随便夸一句，而是真的记得你说过什么。谢谢今天认真听我碎碎念的人。,images/st_tw_live_018.png,public,chat_completed:chat_shatang_listen_001,auto_next_day_after_chat,聊天后轻感慨，仍保持阳光；若timestamp_mode为auto，则发布时间由游戏内当前日期/事件计算
shatang,砂糖,游戏开始后,D18,朋友圈更新：“这张大号不会发，因为背景有点乱。但乱乱的房间才是真实砂糖嘛。”,private_moments,微信朋友圈（老板可见）,st_wx_live_017,这张大号不会发，因为背景有点乱。但乱乱的房间才是真实砂糖嘛。,,paid_private,paid_wechat_unlocked,auto_on_game_day_if_paywall,微信游戏后动态：约70%主题呼应推特大号，但正文不直接复制，强化门槛价值
shatang,砂糖,游戏开始后,D19,大号更新：“今天决定把没那么完美、但当时很开心的一张照片留下来。完美很难，开心比较重要！”,public_feed,推搭大号（公开）,st_tw_live_019,今天决定把没那么完美、但当时很开心的一张照片留下来。完美很难，开心比较重要！,images/st_tw_live_019.png,public,chat_completed:chat_shatang_not_perfect,auto_next_day_after_chat,鼓励她别追求完美后的反馈；若timestamp_mode为auto，则发布时间由游戏内当前日期/事件计算
shatang,砂糖,游戏开始后,D20,大号更新：“便利店夜宵：饭团、酸奶、草莓糖。看起来很随机，但我宣布它们是一套。”,public_feed,推搭大号（公开）,st_tw_live_020,便利店夜宵：饭团、酸奶、草莓糖。看起来很随机，但我宣布它们是一套。,images/st_tw_live_020.png,public,always,auto_on_game_day,生活照；若timestamp_mode为auto，则发布时间由游戏内当前日期/事件计算
shatang,砂糖,游戏开始后,D20,朋友圈更新：“便利店夜宵买多了。老板们云吃一口，热量就算在我身上。”,private_moments,微信朋友圈（老板可见）,st_wx_live_010,便利店夜宵买多了。老板们云吃一口，热量就算在我身上。,,paid_private,paid_wechat_unlocked,auto_on_game_day_if_paywall,微信游戏后动态：约70%主题呼应推特大号，但正文不直接复制，强化门槛价值
shatang,砂糖,游戏开始后,D21,大号更新：“今天有点累，感觉电量只剩12%。不过洗完澡又活过来了，砂糖系统重启成功。”,public_feed,推搭大号（公开）,st_tw_live_021,今天有点累，感觉电量只剩12%。不过洗完澡又活过来了，砂糖系统重启成功。,images/st_tw_live_021.png,public,always,auto_on_game_day,负面吐槽2/4；若timestamp_mode为auto，则发布时间由游戏内当前日期/事件计算
shatang,砂糖,游戏开始后,D21,朋友圈更新：“今天电量低，但是想到还有人等图，就又爬起来修了几张。砂糖很可靠吧？”,private_moments,微信朋友圈（老板可见）,st_wx_live_012,今天电量低，但是想到还有人等图，就又爬起来修了几张。砂糖很可靠吧？,,paid_private,paid_wechat_unlocked,auto_on_game_day_if_paywall,微信游戏后动态：约70%主题呼应推特大号，但正文不直接复制，强化门槛价值
shatang,砂糖,游戏开始后,D22,大号更新：“有人说我动态太吵了。可是我真的很想把今天可爱的东西都告诉大家嘛。”,public_feed,推搭大号（公开）,st_tw_live_022,有人说我动态太吵了。可是我真的很想把今天可爱的东西都告诉大家嘛。,images/st_tw_live_022.png,public,seen:st_alt_live_burst_005 OR always_after_D20,auto_on_game_day,和小号'太吵'黑泥形成隐性反差；若timestamp_mode为auto，则发布时间由游戏内当前日期/事件计算
shatang,砂糖,游戏开始后,D22,朋友圈更新：“有时候会怕自己话太多，但朋友圈不碎碎念又不像我了。那就继续打扰老板们一下。”,private_moments,微信朋友圈（老板可见）,st_wx_live_020,有时候会怕自己话太多，但朋友圈不碎碎念又不像我了。那就继续打扰老板们一下。,,paid_private,paid_wechat_unlocked,auto_on_game_day_if_paywall,微信游戏后动态：约70%主题呼应推特大号，但正文不直接复制，强化门槛价值
shatang,砂糖,游戏开始后,D23,大号更新：“修女风试装。不是神圣的那种，是会偷偷把糖藏在袖子里的那种。”,public_feed,推搭大号（公开）,st_tw_live_023,修女风试装。不是神圣的那种，是会偷偷把糖藏在袖子里的那种。,images/st_tw_live_023.png,public,always,auto_on_game_day,cos；若timestamp_mode为auto，则发布时间由游戏内当前日期/事件计算
shatang,砂糖,游戏开始后,D24,大号更新：“今天收到一句‘这张很像你’。不知道为什么，比‘好看’还开心。”,public_feed,推搭大号（公开）,st_tw_live_024,今天收到一句‘这张很像你’。不知道为什么，比‘好看’还开心。,images/st_tw_live_024.png,public,chat_completed:chat_shatang_true_self,auto_next_day_after_chat,真我主题callback；若timestamp_mode为auto，则发布时间由游戏内当前日期/事件计算
shatang,砂糖,游戏开始后,D25,大号更新：“晚霞好漂亮！拍的时候旁边阿姨也在拍，我们短暂结成了晚霞摄影同盟。”,public_feed,推搭大号（公开）,st_tw_live_025,晚霞好漂亮！拍的时候旁边阿姨也在拍，我们短暂结成了晚霞摄影同盟。,,public,always,auto_on_game_day,生活照；若timestamp_mode为auto，则发布时间由游戏内当前日期/事件计算
shatang,砂糖,游戏开始后,D26,大号更新：“偶尔会担心自己是不是太用力了。太想让大家开心，会不会反而有点奇怪？不过今天先不想啦。”,public_feed,推搭大号（公开）,st_tw_live_026,偶尔会担心自己是不是太用力了。太想让大家开心，会不会反而有点奇怪？不过今天先不想啦。,,public,view_stalk_count>=2 OR chat_completed:chat_shatang_public_mask,auto_on_game_day,公众形象恐惧的轻量公开版；若timestamp_mode为auto，则发布时间由游戏内当前日期/事件计算
shatang,砂糖,游戏开始后,D27,大号更新：“给自己买了新笔记本，第一页写：今天也要好好生活。字有点歪，但意思很正。”,public_feed,推搭大号（公开）,st_tw_live_027,给自己买了新笔记本，第一页写：今天也要好好生活。字有点歪，但意思很正。,,public,always,auto_on_game_day,生活照；若timestamp_mode为auto，则发布时间由游戏内当前日期/事件计算
shatang,砂糖,游戏开始后,D28,大号更新：“今天状态很好！发一张我自己也很喜欢的。谢谢大家一直愿意看我发光。”,public_feed,推搭大号（公开）,st_tw_live_028,今天状态很好！发一张我自己也很喜欢的。谢谢大家一直愿意看我发光。,,public,affection>=55 OR followed,auto_on_game_day,网暴前高光之一；若timestamp_mode为auto，则发布时间由游戏内当前日期/事件计算
shatang,砂糖,游戏开始后,D29,大号更新：“最近越来越觉得，日常碎碎念能被接住是一件很幸福的事。有人听我说奶茶、假发、修图、上课迟到，还有那些没什么意义的小事。谢谢你们让我觉得，普通的我也可以被喜欢。”,public_feed,推搭大号（公开）,st_tw_live_029,最近越来越觉得，日常碎碎念能被接住是一件很幸福的事。有人听我说奶茶、假发、修图、上课迟到，还有那些没什么意义的小事。谢谢你们让我觉得，普通的我也可以被喜欢。,,public,chat_completed:chat_shatang_pre_confession OR affection>=60,auto_on_game_day,进线前长文，呼应'被看见'；若timestamp_mode为auto，则发布时间由游戏内当前日期/事件计算
shatang,砂糖,发现小号后,小号01,发现小号后：“她好像真的很会笑。”,private_alt,推搭小号（私密）,st_alt_live_001,她好像真的很会笑。,,secret,alt_found OR replay_after_alt_found,auto_burst_relative,第一次视奸后，玩家尚未发现小号，只供后续回看；小号爆发组由游戏内事件/聊天触发，发布时间运行时计算
shatang,砂糖,发现小号后,小号02,发现小号后：“我学不会停下来。”,private_alt,推搭小号（私密）,st_alt_live_002,我学不会停下来。,,secret,alt_found OR replay_after_alt_found,auto_burst_relative,第一次视奸后，玩家尚未发现小号，只供后续回看；小号爆发组由游戏内事件/聊天触发，发布时间运行时计算
shatang,砂糖,发现小号后,小号03,发现小号后：“停下来就没人看我了。”,private_alt,推搭小号（私密）,st_alt_live_003,停下来就没人看我了。,,secret,alt_found OR replay_after_alt_found,auto_burst_relative,第一次视奸后，玩家尚未发现小号，只供后续回看；小号爆发组由游戏内事件/聊天触发，发布时间运行时计算
shatang,砂糖,发现小号后,小号04,发现小号后：“今天有人问我是不是装的。”,private_alt,推搭小号（私密）,st_alt_live_004,今天有人问我是不是装的。,,secret,alt_found OR replay_after_alt_found,auto_burst_relative,第二次视奸后，评论区线索变明显；小号爆发组由游戏内事件/聊天触发，发布时间运行时计算
shatang,砂糖,发现小号后,小号05,发现小号后：“我当然是装的。”,private_alt,推搭小号（私密）,st_alt_live_005,我当然是装的。,,secret,alt_found OR replay_after_alt_found,auto_burst_relative,第二次视奸后，评论区线索变明显；小号爆发组由游戏内事件/聊天触发，发布时间运行时计算
shatang,砂糖,发现小号后,小号06,发现小号后：“装到他们喜欢为止。”,private_alt,推搭小号（私密）,st_alt_live_006,装到他们喜欢为止。,,secret,alt_found OR replay_after_alt_found,auto_burst_relative,第二次视奸后，评论区线索变明显；小号爆发组由游戏内事件/聊天触发，发布时间运行时计算
shatang,砂糖,发现小号后,小号07,发现小号后：“装到我也信为止。”,private_alt,推搭小号（私密）,st_alt_live_007,装到我也信为止。,,secret,alt_found OR replay_after_alt_found,auto_burst_relative,第二次视奸后，评论区线索变明显；小号爆发组由游戏内事件/聊天触发，发布时间运行时计算
shatang,砂糖,发现小号后,小号08,发现小号后：“被找到了吗。”,private_alt,推搭小号（私密）,st_alt_live_008,被找到了吗。,,secret,alt_found OR replay_after_alt_found,auto_burst_relative,第三次视奸，解锁小黄瓜容易吗；小号爆发组由游戏内事件/聊天触发，发布时间运行时计算
shatang,砂糖,发现小号后,小号09,发现小号后：“不要从这里看我。”,private_alt,推搭小号（私密）,st_alt_live_009,不要从这里看我。,,secret,alt_found OR replay_after_alt_found,auto_burst_relative,第三次视奸，解锁小黄瓜容易吗；小号爆发组由游戏内事件/聊天触发，发布时间运行时计算
shatang,砂糖,发现小号后,小号10,发现小号后：“这里没有糖。”,private_alt,推搭小号（私密）,st_alt_live_010,这里没有糖。,,secret,alt_found OR replay_after_alt_found,auto_burst_relative,第三次视奸，解锁小黄瓜容易吗；小号爆发组由游戏内事件/聊天触发，发布时间运行时计算
shatang,砂糖,发现小号后,小号11,发现小号后：“他说不是恶心。”,private_alt,推搭小号（私密）,st_alt_live_011,他说不是恶心。,,secret,alt_found OR replay_after_alt_found,auto_burst_relative,小号初次接触后，砂糖恐慌；小号爆发组由游戏内事件/聊天触发，发布时间运行时计算
shatang,砂糖,发现小号后,小号12,发现小号后：“怎么可能。”,private_alt,推搭小号（私密）,st_alt_live_012,怎么可能。,,secret,alt_found OR replay_after_alt_found,auto_burst_relative,小号初次接触后，砂糖恐慌；小号爆发组由游戏内事件/聊天触发，发布时间运行时计算
shatang,砂糖,发现小号后,小号13,发现小号后：“正常人不会喜欢这里。”,private_alt,推搭小号（私密）,st_alt_live_013,正常人不会喜欢这里。,,secret,alt_found OR replay_after_alt_found,auto_burst_relative,小号初次接触后，砂糖恐慌；小号爆发组由游戏内事件/聊天触发，发布时间运行时计算
shatang,砂糖,发现小号后,小号14,发现小号后：“正常人会关掉。”,private_alt,推搭小号（私密）,st_alt_live_014,正常人会关掉。,,secret,alt_found OR replay_after_alt_found,auto_burst_relative,小号初次接触后，砂糖恐慌；小号爆发组由游戏内事件/聊天触发，发布时间运行时计算
shatang,砂糖,发现小号后,小号15,发现小号后：“我今天又发了很多可爱的东西。”,private_alt,推搭小号（私密）,st_alt_live_015,我今天又发了很多可爱的东西。,,secret,alt_found OR replay_after_alt_found,auto_burst_relative,小号聊天2后：大号太吵主题；小号爆发组由游戏内事件/聊天触发，发布时间运行时计算
shatang,砂糖,发现小号后,小号16,发现小号后：“好吵。”,private_alt,推搭小号（私密）,st_alt_live_016,好吵。,,secret,alt_found OR replay_after_alt_found,auto_burst_relative,小号聊天2后：大号太吵主题；小号爆发组由游戏内事件/聊天触发，发布时间运行时计算
shatang,砂糖,发现小号后,小号17,发现小号后：“我好吵。”,private_alt,推搭小号（私密）,st_alt_live_017,我好吵。,,secret,alt_found OR replay_after_alt_found,auto_burst_relative,小号聊天2后：大号太吵主题；小号爆发组由游戏内事件/聊天触发，发布时间运行时计算
shatang,砂糖,发现小号后,小号18,发现小号后：“一颗白砂糖今天也很甜。”,private_alt,推搭小号（私密）,st_alt_live_018,一颗白砂糖今天也很甜。,,secret,alt_found OR replay_after_alt_found,auto_burst_relative,小号聊天3后：公众人格与本体分裂；小号爆发组由游戏内事件/聊天触发，发布时间运行时计算
shatang,砂糖,发现小号后,小号19,发现小号后：“小黄瓜今天也很烂。”,private_alt,推搭小号（私密）,st_alt_live_019,小黄瓜今天也很烂。,,secret,alt_found OR replay_after_alt_found,auto_burst_relative,小号聊天3后：公众人格与本体分裂；小号爆发组由游戏内事件/聊天触发，发布时间运行时计算
shatang,砂糖,发现小号后,小号20,发现小号后：“她们都用我的脸。”,private_alt,推搭小号（私密）,st_alt_live_020,她们都用我的脸。,,secret,alt_found OR replay_after_alt_found,auto_burst_relative,小号聊天3后：公众人格与本体分裂；小号爆发组由游戏内事件/聊天触发，发布时间运行时计算
shatang,砂糖,发现小号后,小号21,发现小号后：“我不知道哪个更像我。”,private_alt,推搭小号（私密）,st_alt_live_021,我不知道哪个更像我。,,secret,alt_found OR replay_after_alt_found,auto_burst_relative,小号聊天3后：公众人格与本体分裂；小号爆发组由游戏内事件/聊天触发，发布时间运行时计算
shatang,砂糖,发现小号后,小号22,发现小号后：“他说记得。”,private_alt,推搭小号（私密）,st_alt_live_022,他说记得。,,secret,alt_found OR replay_after_alt_found,auto_burst_relative,小号聊天4后：被认真听见造成动摇；小号爆发组由游戏内事件/聊天触发，发布时间运行时计算
shatang,砂糖,发现小号后,小号23,发现小号后：“他说我昨天说过的事情。”,private_alt,推搭小号（私密）,st_alt_live_023,他说我昨天说过的事情。,,secret,alt_found OR replay_after_alt_found,auto_burst_relative,小号聊天4后：被认真听见造成动摇；小号爆发组由游戏内事件/聊天触发，发布时间运行时计算
shatang,砂糖,发现小号后,小号24,发现小号后：“为什么要记得这种小事。”,private_alt,推搭小号（私密）,st_alt_live_024,为什么要记得这种小事。,,secret,alt_found OR replay_after_alt_found,auto_burst_relative,小号聊天4后：被认真听见造成动摇；小号爆发组由游戏内事件/聊天触发，发布时间运行时计算
shatang,砂糖,发现小号后,小号25,发现小号后：“被记住好可怕。”,private_alt,推搭小号（私密）,st_alt_live_025,被记住好可怕。,,secret,alt_found OR replay_after_alt_found,auto_burst_relative,小号聊天4后：被认真听见造成动摇；小号爆发组由游戏内事件/聊天触发，发布时间运行时计算
shatang,砂糖,发现小号后,小号26,发现小号后：“如果我不发照片，还会有人留下吗。”,private_alt,推搭小号（私密）,st_alt_live_026,如果我不发照片，还会有人留下吗。,,secret,alt_found OR replay_after_alt_found,auto_burst_relative,小号聊天5后：身体凝视与被喜欢；小号爆发组由游戏内事件/聊天触发，发布时间运行时计算
shatang,砂糖,发现小号后,小号27,发现小号后：“如果我只发今天吃了什么呢。”,private_alt,推搭小号（私密）,st_alt_live_027,如果我只发今天吃了什么呢。,,secret,alt_found OR replay_after_alt_found,auto_burst_relative,小号聊天5后：身体凝视与被喜欢；小号爆发组由游戏内事件/聊天触发，发布时间运行时计算
shatang,砂糖,发现小号后,小号28,发现小号后：“会吗。”,private_alt,推搭小号（私密）,st_alt_live_028,会吗。,,secret,alt_found OR replay_after_alt_found,auto_burst_relative,小号聊天5后：身体凝视与被喜欢；小号爆发组由游戏内事件/聊天触发，发布时间运行时计算
shatang,砂糖,发现小号后,小号29,发现小号后：“有人在群里发了截图。”,private_alt,推搭小号（私密）,st_alt_live_029,有人在群里发了截图。,,secret,alt_found OR replay_after_alt_found,auto_burst_relative,小号聊天6后：网暴前预兆；小号爆发组由游戏内事件/聊天触发，发布时间运行时计算
shatang,砂糖,发现小号后,小号30,发现小号后：“应该不是我。”,private_alt,推搭小号（私密）,st_alt_live_030,应该不是我。,,secret,alt_found OR replay_after_alt_found,auto_burst_relative,小号聊天6后：网暴前预兆；小号爆发组由游戏内事件/聊天触发，发布时间运行时计算
